CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.806114,5.75,8.57,0,0.86,8.052,37.02,5.098,8,587,15.8,297.63,30.09,24.2
0.578956,6,3.46,0,0.86,6.308,36.28,4.549,2,377,14.6,270.59,37.5,18.8
0.4085875,1.75,5.65,0,0.74,6.744,37.76,5.098,2,657,16.7,294.25,12.8,21.8
0.351798,3.75,4.19,1,0.74,6.308,37.39,4.549,1,639,17,263.83,20.21,26
0.919693,7.25,4.92,1,0.62,6.308,25.55,4.8235,7,412,17.3,322.98,7.86,29
0.8629035,3,4.19,1,0.62,6.744,23.7,4.8235,2,527,17.9,265.52,22.68,18.8
0.7493245,2,9.3,0,0.74,7.18,24.81,4.8235,3,653,19.1,301.01,15.27,21.2
0.8629035,1.75,4.19,1,0.62,8.052,32.95,4.549,5,443,14.3,287.49,42.44,28.4
0.692535,6.75,4.19,0,0.86,7.616,25.55,5.098,8,292,14.6,314.53,42.44,23.6
0.8629035,3.25,4.19,0,0.62,7.616,34.06,4.8235,7,615,15.5,263.83,44.91,18.8
0.465377,5.5,3.46,0,0.74,8.052,25.18,5.098,4,425,19.4,265.52,15.27,16.4
0.5221665,3.75,4.92,1,0.62,6.308,24.44,5.098,3,470,14.9,307.77,44.91,24.2
0.919693,6.25,7.11,0,0.74,6.308,34.06,4.549,1,594,19.4,302.7,27.62,17
0.465377,7,7.11,1,0.86,6.308,36.28,4.8235,8,482,19.7,270.59,37.5,20
0.1814295,5,4.19,1,0.62,7.18,25.18,5.098,5,395,19.1,301.01,20.21,27.8
0.578956,7,7.84,0,0.62,6.308,23.7,4.8235,6,635,18.2,268.9,15.27,29
0.351798,1,5.65,1,0.86,6.744,35.91,4.8235,9,429,15.5,294.25,25.15,18.2
0.2950085,0.75,3.46,1,0.62,8.052,23.7,4.8235,4,530,19.7,321.29,25.15,28.4
0.919693,6.25,6.38,1,0.74,7.18,38.13,5.098,7,640,17.6,285.8,44.91,23.6
0.465377,5.5,9.3,1,0.62,8.052,26.29,5.098,2,592,17,297.63,35.03,23
0.5221665,4.5,4.19,0,0.62,6.744,35.54,4.8235,6,471,15.5,289.18,42.44,27.2
0.5221665,6.75,8.57,0,0.62,6.308,34.06,4.8235,3,396,14.9,289.18,12.8,21.8
0.806114,6,5.65,1,0.86,8.052,24.44,5.098,8,519,17.6,290.87,27.62,21.8
0.7493245,0.75,9.3,1,0.74,7.18,25.18,4.549,1,559,19.7,277.35,15.27,24.8
0.578956,0.5,7.84,0,0.86,7.616,27.03,5.098,2,624,14.6,307.77,32.56,24.8
0.578956,3.5,3.46,1,0.86,6.744,37.02,5.098,4,326,18.5,263.83,7.86,23
0.465377,2,8.57,1,0.74,6.744,33.69,5.098,6,475,19.1,289.18,37.5,24.2
0.12464,0.5,7.11,0,0.74,8.052,28.51,4.549,8,467,17.6,314.53,15.27,20
0.7493245,1.25,8.57,1,0.86,7.616,22.96,4.8235,3,334,14.9,258.76,35.03,25.4
0.2950085,4.5,6.38,0,0.86,7.616,37.02,4.549,1,605,14.6,257.07,10.33,17
0.351798,7.25,5.65,1,0.74,8.052,29.62,4.8235,8,275,15.8,306.08,37.5,18.8
0.465377,5.25,5.65,1,0.62,6.744,22.96,5.098,9,381,17,319.6,17.74,20.6
0.4085875,0.25,2.73,0,0.62,6.744,23.33,4.549,3,442,15.5,316.22,22.68,18.2
0.1814295,6.75,9.3,1,0.62,6.744,28.88,4.8235,6,444,15.5,301.01,35.03,20
0.4085875,2.75,7.11,0,0.74,7.18,26.29,4.8235,6,497,17.3,322.98,35.03,25.4
0.7493245,0.75,7.11,1,0.62,8.052,37.76,5.098,7,493,14.3,317.91,12.8,19.4
0.692535,0,4.92,0,0.74,6.744,22.96,4.549,3,352,19.4,273.97,42.44,22.4
0.1814295,1.75,7.11,1,0.86,6.308,38.5,4.8235,6,487,19.7,277.35,42.44,20.6
0.5221665,1.75,3.46,1,0.86,8.052,31.84,5.098,2,460,17.9,265.52,42.44,17.6
0.5221665,2,4.92,1,0.62,6.308,38.5,4.8235,5,553,17.9,284.11,27.62,27.8
0.8629035,7.5,9.3,1,0.86,6.308,31.84,4.549,9,571,15.5,270.59,44.91,27.8
0.806114,2.25,7.84,1,0.62,8.052,29.62,4.549,2,469,15.2,290.87,17.74,21.2
0.2950085,0,7.84,1,0.86,6.744,26.66,5.098,9,344,18.8,324.67,27.62,26
0.1814295,4.25,5.65,1,0.86,7.18,34.43,5.098,7,363,16.1,324.67,17.74,20
0.465377,4.25,5.65,0,0.62,6.308,32.21,5.098,9,497,14.3,294.25,10.33,26.6
0.7493245,2.5,4.92,1,0.62,8.052,28.51,4.549,8,314,15.5,285.8,32.56,23
0.4085875,5,3.46,1,0.62,6.308,32.58,4.8235,8,614,14.3,306.08,20.21,16.4
0.465377,0.75,5.65,1,0.62,7.18,35.54,4.8235,3,585,15.8,297.63,27.62,20.6
0.12464,1,4.92,1,0.86,7.18,27.4,4.549,9,435,14.6,309.46,20.21,26
0.351798,7,7.84,0,0.62,7.18,29.25,4.549,7,547,18.2,307.77,22.68,16.4
0.806114,6.5,7.84,0,0.86,6.308,25.18,4.8235,7,417,17.9,302.7,32.56,17
0.806114,2,6.38,0,0.86,7.18,22.59,5.098,4,504,17,275.66,35.03,26
0.919693,3.5,7.84,0,0.62,8.052,37.39,4.549,6,649,18.2,321.29,35.03,16.4
0.12464,3.25,5.65,1,0.86,7.616,24.44,5.098,7,289,14.6,324.67,25.15,20
0.5221665,4.25,8.57,1,0.62,7.18,30.73,4.8235,7,625,14.9,292.56,20.21,25.4
0.2950085,3.25,4.19,0,0.86,6.308,32.95,4.8235,7,414,14.3,302.7,10.33,22.4
0.1814295,3.75,4.19,0,0.62,6.744,30.36,5.098,1,283,16.1,273.97,10.33,17.6
0.5221665,7.5,3.46,1,0.74,6.308,35.17,5.098,3,391,16.1,282.42,17.74,17.6
0.2950085,5.75,7.11,0,0.74,7.616,26.29,5.098,8,586,15.5,258.76,35.03,20
0.7493245,5.5,7.11,1,0.86,7.18,29.62,4.549,6,516,19.4,321.29,30.09,22.4
0.12464,6.75,2.73,0,0.86,8.052,32.58,5.098,6,387,19.4,277.35,44.91,21.2
0.465377,7.5,4.19,1,0.74,7.18,37.39,4.8235,1,521,14.6,321.29,32.56,19.4
0.5221665,0.5,7.11,0,0.62,8.052,38.13,4.549,5,596,15.2,262.14,15.27,26.6
0.6357455,2,3.46,1,0.74,7.18,32.58,4.8235,2,311,19.7,262.14,30.09,24.8
0.806114,7.25,7.11,0,0.74,6.308,27.77,5.098,2,320,15.2,268.9,15.27,18.2
0.1814295,5.25,5.65,1,0.74,7.616,36.65,4.549,9,409,17,265.52,25.15,29
0.7493245,6.75,7.11,0,0.62,7.18,38.5,5.098,9,332,17,272.28,35.03,27.2
0.2950085,4.5,5.65,0,0.86,7.616,23.33,5.098,6,307,19.7,301.01,30.09,21.2
0.4085875,2.5,4.92,0,0.74,7.616,31.1,4.549,1,599,14.9,267.21,17.74,26
0.4085875,5.75,4.19,0,0.86,8.052,28.51,5.098,6,627,15.2,312.84,7.86,19.4
0.465377,7,9.3,0,0.74,7.616,24.44,4.8235,5,440,17.3,257.07,27.62,28.4
0.351798,4.25,3.46,0,0.62,6.744,37.39,5.098,2,426,18.5,257.07,22.68,16.4
0.1814295,0,2.73,0,0.62,7.18,29.25,4.549,2,471,17.9,312.84,7.86,26
0.5221665,0.25,4.92,1,0.74,7.616,37.39,4.549,2,449,19.4,275.66,15.27,29
0.692535,2.25,7.84,1,0.62,8.052,22.96,4.8235,2,345,18.5,322.98,42.44,18.2
0.238219,5.5,4.92,1,0.62,6.744,32.58,5.098,3,583,16.4,267.21,27.62,18.8
0.6357455,1.25,4.92,1,0.74,7.18,28.88,4.549,8,334,18.5,317.91,22.68,17.6
0.919693,6,7.11,0,0.62,7.18,27.4,4.549,4,391,19.4,287.49,7.86,18.2
0.2950085,6.5,5.65,1,0.62,6.744,25.55,4.549,8,284,18.8,297.63,42.44,24.8
0.6357455,0.75,9.3,1,0.74,8.052,38.13,4.8235,9,611,19.4,280.73,35.03,26
0.806114,7,2.73,1,0.74,7.616,34.8,5.098,5,665,16.7,260.45,15.27,24.2
0.1814295,0,6.38,1,0.86,6.308,32.58,5.098,9,414,15.5,309.46,32.56,17
0.919693,1.75,6.38,1,0.62,6.744,36.28,4.549,4,507,18.2,292.56,30.09,26
0.578956,4.25,7.11,0,0.62,8.052,32.58,4.8235,2,607,18.5,290.87,12.8,20.6
0.465377,3.75,3.46,1,0.62,7.18,28.88,4.549,2,415,19.4,279.04,10.33,19.4
0.4085875,7.5,3.46,1,0.86,7.18,27.03,4.8235,1,584,19.7,280.73,32.56,17
0.7493245,7.25,7.11,0,0.62,8.052,21.85,4.549,2,596,19.4,324.67,7.86,21.8
0.5221665,3.25,9.3,1,0.74,6.308,21.85,5.098,8,406,19.7,287.49,42.44,18.8
0.6357455,3,4.92,0,0.74,7.616,25.18,4.8235,6,588,17.3,275.66,25.15,29
0.12464,4.75,3.46,0,0.62,7.18,33.32,4.549,3,486,17.3,317.91,42.44,21.2
0.7493245,2.25,7.84,1,0.74,6.308,32.58,5.098,9,477,18.2,268.9,39.97,25.4
0.919693,1.5,7.11,1,0.86,8.052,29.25,4.8235,4,426,17,263.83,17.74,16.4
0.351798,4.75,2.73,1,0.74,7.616,38.5,5.098,5,663,17,302.7,12.8,17
0.238219,7.25,7.11,0,0.86,8.052,37.76,4.8235,9,575,14.9,263.83,15.27,19.4
0.6357455,5,8.57,1,0.86,6.308,34.8,4.549,6,638,19.7,268.9,32.56,18.2
0.238219,4.75,6.38,0,0.86,8.052,32.21,5.098,1,645,17.9,263.83,37.5,19.4
0.12464,3.75,6.38,0,0.74,8.052,31.47,5.098,2,284,16.4,311.15,37.5,18.2
0.1814295,5.5,6.38,0,0.62,7.616,24.81,4.8235,6,584,17.6,277.35,25.15,19.4
0.465377,2.5,5.65,0,0.86,6.744,32.95,4.549,2,337,18.8,284.11,10.33,20
0.5221665,6.75,9.3,0,0.62,6.308,35.54,4.549,6,622,16.7,270.59,15.27,26.6
0.578956,2.25,5.65,0,0.86,8.052,32.95,4.549,1,466,14.3,321.29,44.91,16.4
0.238219,0.25,9.3,1,0.86,6.308,36.28,4.8235,7,648,15.5,258.76,44.91,29
0.238219,5.5,8.57,1,0.62,6.308,38.5,4.8235,2,392,17,268.9,35.03,26.6
0.2950085,2.25,5.65,1,0.86,6.744,26.29,4.8235,4,414,19.1,309.46,42.44,24.2
0.692535,3.75,9.3,1,0.74,6.308,24.07,4.8235,7,593,14.3,312.84,17.74,17.6
0.806114,6,7.11,0,0.86,7.18,24.81,4.8235,2,615,17.9,297.63,42.44,19.4
0.8629035,2.25,6.38,0,0.62,7.18,22.96,5.098,2,339,18.5,309.46,25.15,22.4
0.578956,5.25,8.57,0,0.86,7.616,33.69,4.549,3,578,19.1,321.29,15.27,26.6
0.465377,7.5,3.46,1,0.86,7.616,23.7,5.098,7,345,18.8,316.22,30.09,19.4
0.692535,5.5,7.11,1,0.74,7.18,26.29,5.098,4,665,14.3,294.25,10.33,23.6
0.12464,5,2.73,1,0.86,6.744,26.66,4.8235,1,609,18.2,299.32,44.91,24.2
0.4085875,2.5,6.38,0,0.86,7.18,22.96,4.549,9,290,19.4,257.07,44.91,27.8
0.919693,5,9.3,0,0.62,7.18,32.95,4.8235,6,520,15.8,311.15,12.8,20
0.6357455,7.25,2.73,0,0.74,6.308,27.4,4.549,8,440,14.9,299.32,12.8,19.4
0.12464,1.75,5.65,1,0.62,7.18,32.95,4.8235,2,409,17.9,322.98,22.68,26.6
0.12464,6.25,8.57,0,0.86,8.052,32.21,4.8235,1,397,14.3,290.87,30.09,21.8
0.806114,2.75,2.73,1,0.74,6.744,23.33,4.8235,9,421,17,319.6,15.27,20
0.8629035,4,7.11,0,0.74,6.744,35.17,4.8235,4,556,15.8,290.87,44.91,16.4
0.2950085,1,8.57,1,0.62,6.308,35.17,5.098,3,434,18.8,258.76,42.44,18.8
0.8629035,3.75,7.84,0,0.74,6.308,24.07,5.098,5,369,15.5,319.6,22.68,17
0.465377,0.25,2.73,0,0.86,6.308,29.99,5.098,9,386,19.1,321.29,12.8,20.6
0.238219,4,2.73,0,0.62,7.18,34.06,4.8235,2,568,19.7,301.01,35.03,25.4
0.5221665,5.75,3.46,1,0.62,7.616,29.25,5.098,9,562,15.5,317.91,12.8,26.6
0.1814295,4.5,4.19,1,0.62,7.18,33.32,5.098,8,425,19.1,322.98,27.62,17.6
0.5221665,2,9.3,1,0.86,6.308,23.7,4.8235,1,280,19.1,306.08,20.21,27.8
0.12464,5,6.38,1,0.62,7.616,28.88,4.8235,5,309,19.1,312.84,15.27,27.8
0.692535,2,4.19,1,0.74,8.052,34.43,4.549,2,425,17,304.39,7.86,24.8
0.7493245,3.25,2.73,1,0.74,7.616,29.99,4.8235,9,547,14.6,270.59,17.74,23.6
0.351798,5.25,5.65,0,0.86,6.308,37.02,4.549,4,600,18.2,284.11,15.27,24.2
0.692535,6.75,2.73,1,0.62,6.308,22.59,5.098,1,449,17.6,309.46,12.8,18.2
0.1814295,5.25,5.65,1,0.86,7.18,23.33,5.098,6,506,18.2,302.7,27.62,23
0.465377,7.25,7.11,0,0.74,6.744,28.14,4.8235,7,353,17.3,322.98,15.27,20
0.351798,1.5,2.73,0,0.86,6.744,36.28,4.549,6,664,18.5,263.83,25.15,18.8
0.465377,1.5,5.65,1,0.74,7.18,25.18,5.098,9,562,14.3,260.45,42.44,20
0.238219,2.5,3.46,1,0.74,7.18,34.43,5.098,8,591,17.6,282.42,25.15,26
0.919693,7,2.73,1,0.74,7.18,28.14,5.098,7,400,15.8,304.39,39.97,25.4
0.7493245,0,3.46,0,0.86,7.616,34.8,4.549,3,514,15.2,309.46,44.91,27.2
0.919693,3,9.3,0,0.62,8.052,36.65,4.549,9,284,15.8,263.83,37.5,16.4
0.578956,5.75,4.19,0,0.74,6.308,29.62,4.549,7,451,18.8,290.87,27.62,22.4
0.8629035,4,6.38,1,0.86,7.616,34.43,4.549,3,595,19.7,317.91,25.15,21.2
0.578956,6,3.46,1,0.62,6.308,29.25,4.549,6,318,15.5,295.94,12.8,26
0.6357455,3.25,6.38,1,0.62,7.616,25.55,5.098,9,406,14.3,319.6,22.68,16.4
0.578956,1.75,5.65,0,0.74,8.052,29.25,4.549,7,658,14.9,263.83,30.09,25.4
0.7493245,0.75,2.73,0,0.62,7.616,33.69,5.098,2,454,15.5,270.59,20.21,26
0.2950085,1.75,2.73,0,0.62,6.744,31.1,4.549,8,474,14.3,289.18,22.68,24.2
0.12464,5.5,2.73,1,0.62,6.744,30.73,4.549,1,601,19.4,273.97,32.56,19.4
0.8629035,0.5,4.92,0,0.74,6.308,24.07,4.8235,8,420,14.6,317.91,12.8,27.2
0.2950085,4,7.11,1,0.74,8.052,24.07,4.549,5,553,19.4,314.53,30.09,17.6
0.465377,1,8.57,1,0.62,7.18,26.66,5.098,2,576,17.3,309.46,37.5,19.4
0.12464,6.75,8.57,1,0.62,7.616,22.96,5.098,6,352,18.8,263.83,44.91,23
0.578956,2.25,3.46,0,0.86,7.616,37.76,5.098,4,442,17.6,257.07,12.8,20
0.8629035,0.5,6.38,1,0.86,6.744,32.58,4.549,9,500,17.6,301.01,42.44,22.4
0.2950085,6,7.84,0,0.74,8.052,34.06,5.098,1,303,19.7,314.53,15.27,18.8
0.351798,6.75,6.38,0,0.62,6.308,33.69,4.549,2,291,16.7,290.87,35.03,18.8
0.4085875,4.25,6.38,1,0.86,7.616,35.17,5.098,6,654,17.6,279.04,25.15,23
0.465377,0.75,7.84,0,0.86,7.616,32.95,4.8235,4,299,14.6,307.77,39.97,17.6
0.8629035,7.25,4.92,1,0.74,6.308,33.69,5.098,5,459,19.4,314.53,30.09,24.8
0.12464,1.5,5.65,0,0.62,6.308,24.81,4.8235,6,568,17.6,273.97,32.56,23.6
0.7493245,1.75,2.73,1,0.86,6.744,27.4,4.8235,4,635,15.2,282.42,10.33,17
0.8629035,7.25,7.84,1,0.74,6.308,32.21,4.8235,6,304,15.2,292.56,35.03,28.4
0.238219,0.25,3.46,0,0.86,6.308,31.47,4.8235,8,584,14.3,299.32,10.33,20
0.7493245,4.25,9.3,1,0.74,7.18,35.54,4.549,7,529,14.3,285.8,25.15,27.8
0.1814295,2.25,7.11,0,0.74,7.18,28.51,4.8235,3,349,19.4,322.98,27.62,26.6
0.238219,0,4.92,1,0.86,6.744,24.44,4.8235,7,590,18.2,319.6,12.8,20
0.351798,7,7.11,1,0.74,6.308,34.43,4.549,7,278,19.4,311.15,22.68,27.2
0.351798,4.75,7.11,1,0.86,6.308,26.66,4.8235,6,354,19.4,257.07,12.8,18.2
0.238219,5.5,7.11,1,0.86,8.052,37.02,4.8235,9,660,18.8,268.9,22.68,18.8
0.5221665,7.25,8.57,1,0.62,7.18,28.51,4.8235,6,412,17,319.6,35.03,18.2
0.12464,6.5,5.65,1,0.62,7.18,22.96,4.549,1,511,15.8,312.84,44.91,16.4
0.6357455,7.5,4.19,1,0.74,7.616,22.22,4.8235,1,658,17.6,321.29,12.8,23
0.4085875,0.25,6.38,1,0.86,7.616,22.59,5.098,7,403,17,312.84,32.56,26
0.351798,0,4.92,0,0.62,7.18,37.76,4.549,7,647,17.9,258.76,32.56,20.6
0.1814295,4,9.3,1,0.74,8.052,38.5,5.098,8,572,14.3,262.14,30.09,19.4
0.351798,3.5,2.73,0,0.86,6.744,31.84,4.8235,9,653,18.8,282.42,30.09,18.8
0.8629035,7.5,9.3,0,0.62,6.308,35.17,5.098,2,385,16.7,324.67,35.03,20
0.7493245,5,6.38,1,0.74,6.308,28.51,4.8235,6,642,18.5,299.32,37.5,27.8
0.1814295,4.25,7.84,1,0.86,7.616,23.7,5.098,6,434,14.6,263.83,39.97,28.4
0.238219,3.5,4.19,1,0.74,7.18,23.33,4.549,3,467,19.4,314.53,27.62,26.6
0.12464,3,5.65,1,0.86,6.308,22.59,4.549,3,327,17.9,273.97,44.91,27.2
0.5221665,1.75,2.73,0,0.86,8.052,35.54,4.549,9,447,18.2,262.14,35.03,27.8
0.8629035,0.75,7.11,0,0.62,6.744,27.03,4.8235,4,649,14.9,321.29,22.68,27.8
0.919693,5.25,8.57,1,0.62,6.744,34.43,4.8235,6,336,15.2,267.21,12.8,23
0.806114,4,7.11,0,0.74,6.308,32.58,4.549,4,455,19.7,272.28,12.8,27.2
0.806114,1.25,3.46,1,0.62,7.18,29.62,4.549,8,601,14.6,301.01,17.74,22.4
0.465377,7.25,3.46,0,0.74,8.052,26.66,4.549,5,606,16.7,292.56,7.86,24.8
0.7493245,2,6.38,0,0.86,6.308,26.66,4.549,4,446,17.6,297.63,17.74,22.4
0.919693,0,4.92,0,0.74,7.616,25.92,5.098,6,283,16.7,295.94,37.5,20
0.8629035,0.5,4.92,0,0.86,7.18,26.29,4.8235,3,540,17,309.46,7.86,22.4
0.8629035,5.25,2.73,0,0.74,7.616,28.88,4.8235,3,413,18.2,306.08,39.97,19.4
0.4085875,3.25,7.11,0,0.62,8.052,24.07,5.098,1,415,15.5,257.07,12.8,27.2
0.5221665,6.25,7.11,1,0.86,8.052,26.66,5.098,3,557,19.4,280.73,37.5,24.2
0.919693,6.5,7.11,0,0.74,8.052,25.55,4.549,2,627,16.4,289.18,35.03,23
0.5221665,6.75,6.38,0,0.62,7.18,26.29,4.8235,8,571,17.9,258.76,25.15,24.2
0.2950085,0.75,4.92,1,0.74,6.744,31.47,4.8235,7,445,16.7,309.46,7.86,24.8
0.6357455,7.5,3.46,0,0.62,7.616,37.76,4.549,3,322,16.4,299.32,42.44,27.8
0.692535,4,2.73,1,0.86,8.052,26.66,4.8235,8,537,15.2,275.66,20.21,21.8
0.692535,6.75,4.19,1,0.74,7.616,22.96,4.8235,3,487,15.8,285.8,15.27,25.4
0.8629035,3.75,5.65,1,0.74,7.616,35.91,4.549,3,371,18.8,275.66,20.21,23.6
0.7493245,0,4.92,1,0.74,7.616,34.43,4.8235,2,622,14.6,260.45,22.68,24.8
0.238219,1,2.73,0,0.86,7.18,27.03,4.549,9,457,15.5,272.28,15.27,22.4
0.7493245,2.25,8.57,1,0.86,8.052,27.77,4.549,7,355,17.9,304.39,44.91,19.4
0.692535,0.75,7.11,1,0.74,7.616,24.81,4.549,2,390,14.6,258.76,22.68,18.2
0.919693,2.75,6.38,1,0.86,6.308,29.25,4.8235,9,591,19.7,263.83,42.44,21.2
0.1814295,5.5,7.84,1,0.74,6.744,35.17,5.098,4,408,18.2,272.28,37.5,27.8
0.6357455,3.25,4.92,0,0.62,7.18,34.06,4.8235,4,369,14.3,277.35,39.97,17
0.465377,4,6.38,0,0.86,7.616,25.92,5.098,3,528,16.4,311.15,27.62,20.6
0.465377,1,4.92,0,0.74,6.744,24.81,4.549,4,475,18.2,263.83,22.68,23
0.806114,3,7.11,0,0.62,6.744,24.81,4.549,6,358,17,324.67,12.8,28.4
0.806114,2.5,7.11,1,0.62,7.18,33.32,5.098,7,654,17.3,324.67,17.74,20.6
0.351798,0.75,4.92,0,0.86,8.052,27.4,4.8235,3,594,15.8,267.21,12.8,19.4
0.692535,2.25,7.11,1,0.62,7.616,32.58,4.549,8,342,19.7,311.15,44.91,27.8
0.465377,1.75,5.65,1,0.62,6.744,32.21,5.098,2,331,15.8,282.42,17.74,23
0.1814295,2.75,2.73,0,0.86,6.744,26.66,4.549,8,586,19.7,317.91,25.15,18.8
0.12464,4.75,4.19,0,0.74,8.052,33.69,4.549,5,359,18.2,275.66,7.86,22.4
0.2950085,5.25,3.46,0,0.62,7.616,25.92,4.8235,7,658,17.3,309.46,10.33,20.6
0.692535,6,4.92,0,0.86,8.052,32.21,5.098,5,362,14.3,263.83,17.74,24.2
0.12464,2.5,7.11,1,0.86,7.616,30.73,4.8235,8,498,15.2,265.52,37.5,23
0.692535,2.75,7.11,1,0.74,6.744,31.1,5.098,2,347,19.4,260.45,27.62,17.6
0.351798,5.75,4.19,0,0.86,6.744,28.51,5.098,3,601,19.7,280.73,17.74,18.8
0.7493245,6.75,5.65,1,0.86,7.616,27.77,5.098,3,498,14.3,314.53,15.27,23.6
0.465377,2.75,9.3,0,0.62,7.616,35.91,4.8235,7,604,15.8,272.28,39.97,29
0.8629035,3,2.73,1,0.86,7.18,31.1,5.098,8,358,16.4,304.39,10.33,20
0.919693,6,9.3,1,0.74,7.18,35.17,4.549,8,407,17.6,260.45,32.56,21.8
0.465377,7.5,3.46,0,0.62,6.744,30.73,4.8235,5,601,19.4,258.76,39.97,20.6
0.465377,6.75,7.11,0,0.74,7.18,22.22,4.549,7,649,14.9,311.15,10.33,27.8
0.12464,2,4.92,0,0.74,6.744,30.36,5.098,5,462,16.4,265.52,44.91,20.6
0.351798,0,4.19,1,0.74,7.18,31.84,4.8235,6,304,17.3,273.97,30.09,18.2
0.919693,5.5,7.11,0,0.62,8.052,38.13,4.8235,6,410,14.6,285.8,35.03,17.6
0.1814295,1.25,4.19,0,0.86,7.18,34.06,4.8235,1,573,17.6,302.7,10.33,19.4
0.692535,1.25,8.57,1,0.86,6.308,30.36,5.098,8,353,14.6,290.87,32.56,25.4
0.238219,5.5,2.73,0,0.74,7.616,24.81,5.098,5,649,14.3,260.45,39.97,22.4
0.12464,6.5,4.19,0,0.74,6.744,32.58,5.098,5,522,17.3,262.14,7.86,19.4
0.7493245,6.5,7.84,0,0.74,6.308,25.55,4.8235,1,439,18.5,292.56,30.09,18.8
0.578956,5.5,7.84,1,0.62,6.308,35.91,4.8235,7,666,19.1,307.77,42.44,18.2
0.692535,1.5,4.92,0,0.86,7.616,26.66,5.098,7,302,17.6,319.6,27.62,27.2
0.8629035,2,4.92,1,0.62,8.052,33.69,5.098,1,618,16.4,277.35,39.97,26.6
0.806114,5,2.73,1,0.74,6.308,28.51,4.549,2,455,19.1,267.21,20.21,24.8
0.465377,7.25,4.92,1,0.86,7.18,30.36,4.8235,8,329,18.5,262.14,7.86,21.8
0.919693,5,5.65,0,0.86,8.052,34.43,4.549,5,452,15.2,277.35,30.09,22.4
0.351798,1.5,3.46,1,0.86,6.308,25.55,5.098,9,352,19.1,317.91,25.15,26
0.8629035,2.25,7.84,0,0.74,7.616,27.03,4.549,4,376,19.1,273.97,7.86,27.8
0.5221665,0.75,3.46,1,0.86,8.052,24.07,5.098,6,658,18.5,282.42,25.15,16.4
0.5221665,2,7.84,0,0.74,6.744,34.43,4.8235,1,290,19.7,282.42,20.21,27.2
0.4085875,2.5,3.46,1,0.74,7.616,32.21,5.098,6,645,17.3,287.49,22.68,28.4
0.1814295,7.5,5.65,0,0.86,8.052,28.51,4.549,4,412,16.4,301.01,12.8,21.8
0.5221665,2,5.65,0,0.62,6.744,34.8,4.8235,3,623,17.9,267.21,22.68,21.2
0.1814295,6.5,5.65,0,0.74,6.308,32.21,4.8235,4,382,17.3,301.01,10.33,26
0.919693,1.75,9.3,1,0.62,8.052,38.5,5.098,8,579,18.5,294.25,35.03,19.4
0.465377,6.75,2.73,0,0.74,8.052,38.5,5.098,7,538,14.6,282.42,17.74,25.4
0.2950085,1.75,4.19,1,0.86,8.052,24.81,5.098,4,655,17.6,257.07,15.27,18.2
0.465377,2,4.19,0,0.86,8.052,32.21,5.098,6,612,19.4,314.53,32.56,17
0.2950085,0,9.3,0,0.86,8.052,34.43,4.8235,2,420,18.2,316.22,42.44,23.6
0.351798,6.75,7.11,1,0.62,8.052,35.91,4.8235,1,305,15.5,258.76,35.03,28.4
0.806114,2,4.19,0,0.86,7.18,23.33,4.549,1,585,14.3,280.73,7.86,23
0.5221665,7,8.57,0,0.62,6.308,35.91,5.098,5,483,19.7,262.14,7.86,16.4
0.351798,2.5,8.57,1,0.74,7.18,24.44,4.8235,9,451,15.2,314.53,25.15,20
0.238219,2.25,4.19,0,0.62,7.18,25.92,4.549,6,409,17,273.97,37.5,17
0.5221665,0,6.38,1,0.62,6.308,32.58,4.8235,8,409,19.1,257.07,42.44,17
0.238219,3.5,6.38,1,0.86,8.052,32.95,5.098,8,298,16.7,282.42,30.09,25.4
0.351798,2.5,2.73,1,0.62,8.052,23.7,4.8235,6,318,15.2,299.32,44.91,26.6
0.1814295,5.5,5.65,0,0.74,7.616,22.96,4.8235,9,612,16.4,287.49,44.91,16.4
0.12464,4,8.57,1,0.74,6.744,28.14,4.8235,9,412,17,316.22,20.21,24.8
0.6357455,1.25,4.92,0,0.62,7.18,31.47,4.8235,4,439,16.7,258.76,20.21,24.8
0.238219,7,2.73,1,0.86,8.052,34.06,4.549,4,315,18.8,290.87,30.09,27.2
0.1814295,6.5,8.57,1,0.74,7.18,24.81,4.549,1,536,16.1,284.11,35.03,26
0.238219,4.25,3.46,0,0.74,7.18,22.96,4.549,9,407,19.1,301.01,42.44,18.2
0.351798,6.5,2.73,0,0.62,7.616,35.17,4.8235,4,274,17.3,321.29,22.68,18.8
0.919693,5.25,3.46,1,0.86,7.616,24.07,4.8235,5,378,16.4,295.94,7.86,28.4
0.578956,3,7.11,1,0.86,7.616,26.29,4.8235,5,428,19.7,309.46,15.27,26.6
0.806114,5.75,3.46,0,0.62,7.18,38.5,4.549,9,544,14.6,277.35,17.74,24.2
0.7493245,3.5,9.3,0,0.62,6.744,37.02,4.8235,7,468,18.2,284.11,22.68,22.4
0.578956,7,7.11,0,0.86,7.616,29.62,4.549,6,451,16.7,321.29,30.09,20
0.5221665,1.75,3.46,1,0.86,6.308,28.14,5.098,9,338,18.8,309.46,35.03,17
0.5221665,5.75,2.73,0,0.74,6.744,31.1,5.098,2,448,14.6,262.14,32.56,24.8
0.692535,4,3.46,0,0.74,7.18,34.8,4.8235,4,394,14.9,289.18,32.56,28.4
